Sample in Buffer,Sample in Window,TRIGGER,inst_jtag_tunnel/_inst_jtag_tunnel_jtag_tck,u_ila_jtag__bscane2_SHIFT,_inst_jtag_tunnel_jtag_tdi,inst_jtag_tunnel/_inst_jtag_tunnel_jtag_tms,inst_jtag_tunnel/_system_debug_systemjtag_jtag_TDO_data,inst_jtag_tunnel/tdiRegister_reg_n_0,inst_jtag_tunnel/shiftCounter[6:0],inst_jtag_tunnel/posCounter_reg[7:0],inst_jtag_tunnel/negCounter_reg[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
411,411,0,0,0,0,0,1,0,00,00,00
412,412,0,0,0,0,0,1,0,00,00,00
413,413,0,0,0,0,0,1,0,00,00,00
414,414,0,0,0,0,0,1,0,00,00,00
415,415,0,0,0,0,0,1,0,00,00,00
416,416,0,0,0,0,0,1,0,00,00,00
417,417,0,0,0,0,0,1,0,00,00,00
418,418,0,0,0,0,0,1,0,00,00,00
419,419,0,0,0,0,0,1,0,00,00,00
420,420,0,0,0,0,0,1,0,00,00,00
421,421,0,0,0,0,0,1,0,00,00,00
422,422,0,0,0,0,0,1,0,00,00,00
423,423,0,0,0,0,0,1,0,00,00,00
424,424,0,0,0,0,0,1,0,00,00,00
425,425,0,0,0,0,0,1,0,00,00,00
426,426,0,0,0,0,0,1,0,00,00,00
427,427,0,0,0,0,0,1,0,00,00,00
428,428,0,0,0,0,0,1,0,00,00,00
429,429,0,0,0,0,0,1,0,00,00,00
430,430,0,0,0,0,0,1,0,00,00,00
431,431,0,0,0,0,0,1,0,00,00,00
432,432,0,0,0,0,0,1,0,00,00,00
433,433,0,0,0,0,0,1,0,00,00,00
434,434,0,0,0,0,0,1,0,00,00,00
435,435,0,0,0,0,0,1,0,00,00,00
436,436,0,0,0,0,0,1,0,00,00,00
437,437,0,0,0,0,0,1,0,00,00,00
438,438,0,0,0,0,0,1,0,00,00,00
439,439,0,0,0,0,0,1,0,00,00,00
440,440,0,0,0,0,0,1,0,00,00,00
441,441,0,0,0,0,0,1,0,00,00,00
442,442,0,0,0,0,0,1,0,00,00,00
443,443,0,0,0,0,0,1,0,00,00,00
444,444,0,0,0,0,0,1,0,00,00,00
445,445,0,0,0,0,0,1,0,00,00,00
446,446,0,0,0,0,0,1,0,00,00,00
447,447,0,0,0,0,0,1,0,00,00,00
448,448,0,0,0,0,0,1,0,00,00,00
449,449,0,0,0,0,0,1,0,00,00,00
450,450,0,0,0,0,0,1,0,00,00,00
451,451,0,0,0,0,0,1,0,00,00,00
452,452,0,0,0,0,0,1,0,00,00,00
453,453,0,0,0,0,0,1,0,00,00,00
454,454,0,0,0,0,0,1,0,00,00,00
455,455,0,0,0,0,0,1,0,00,00,00
456,456,0,0,0,0,0,1,0,00,00,00
457,457,0,0,0,0,0,1,0,00,00,00
458,458,0,0,0,0,0,1,0,00,00,00
459,459,0,0,0,0,0,1,0,00,00,00
460,460,0,0,0,0,0,1,0,00,00,00
461,461,0,0,0,0,0,1,0,00,00,00
462,462,0,0,0,0,0,1,0,00,00,00
463,463,0,0,0,0,0,1,0,00,00,00
464,464,0,0,0,0,0,1,0,00,00,00
465,465,0,0,0,0,0,1,0,00,00,00
466,466,0,0,0,0,0,1,0,00,00,00
467,467,0,0,0,0,0,1,0,00,00,00
468,468,0,0,0,0,0,1,0,00,00,00
469,469,0,0,0,0,0,1,0,00,00,00
470,470,0,0,0,0,0,1,0,00,00,00
471,471,0,0,0,0,0,1,0,00,00,00
472,472,0,0,0,0,0,1,0,00,00,00
473,473,0,0,0,0,0,1,0,00,00,00
474,474,0,0,0,0,0,1,0,00,00,00
475,475,0,0,0,0,0,1,0,00,00,00
476,476,0,0,0,0,0,1,0,00,00,00
477,477,0,0,0,0,0,1,0,00,00,00
478,478,0,0,0,0,0,1,0,00,00,00
479,479,0,0,0,0,0,1,0,00,00,00
480,480,0,0,0,0,0,1,0,00,00,00
481,481,0,0,0,0,0,1,0,00,00,00
482,482,0,0,0,0,0,1,0,00,00,00
483,483,0,0,0,0,0,1,0,00,00,00
484,484,0,0,0,0,0,1,0,00,00,00
485,485,0,0,0,0,0,1,0,00,00,00
486,486,0,0,0,0,0,1,0,00,00,00
487,487,0,0,0,0,0,1,0,00,00,00
488,488,0,0,0,0,0,1,0,00,00,00
489,489,0,0,0,0,0,1,0,00,00,00
490,490,0,0,0,0,0,1,0,00,00,00
491,491,0,0,0,0,0,1,0,00,00,00
492,492,0,0,0,0,0,1,0,00,00,00
493,493,0,0,0,0,0,1,0,00,00,00
494,494,0,0,0,0,0,1,0,00,00,00
495,495,0,0,0,0,0,1,0,00,00,00
496,496,0,0,0,0,0,1,0,00,00,00
497,497,0,0,0,0,0,1,0,00,00,00
498,498,0,0,0,0,0,1,0,00,00,00
499,499,0,0,0,0,0,1,0,00,00,00
500,500,0,0,0,0,0,1,0,00,00,00
501,501,0,0,0,0,0,1,0,00,00,00
502,502,0,0,0,0,0,1,0,00,00,00
503,503,0,0,0,0,0,1,0,00,00,00
504,504,0,0,0,0,0,1,0,00,00,00
505,505,0,0,0,0,0,1,0,00,00,00
506,506,0,0,0,0,0,1,0,00,00,00
507,507,0,0,0,0,0,1,0,00,00,00
508,508,0,0,0,0,0,1,0,00,00,00
509,509,0,0,0,0,0,1,0,00,00,00
510,510,0,0,0,0,0,1,0,00,00,00
511,511,0,0,0,0,0,1,0,00,00,00
512,512,0,0,0,0,0,1,0,00,00,00
513,513,0,0,0,0,0,1,0,00,00,00
514,514,0,0,0,0,0,1,0,00,00,00
515,515,0,0,0,0,0,1,0,00,00,00
516,516,0,0,0,0,0,1,0,00,00,00
517,517,0,0,0,0,0,1,0,00,00,00
518,518,0,0,0,0,0,1,0,00,00,00
519,519,0,0,0,0,0,1,0,00,00,00
520,520,0,0,0,0,0,1,0,00,00,00
521,521,0,0,0,0,0,1,0,00,00,00
522,522,0,0,0,0,0,1,0,00,00,00
523,523,0,0,0,0,0,1,0,00,00,00
524,524,0,0,0,0,0,1,0,00,00,00
525,525,0,0,0,0,0,1,0,00,00,00
526,526,0,0,0,0,0,1,0,00,00,00
527,527,0,0,0,0,0,1,0,00,00,00
528,528,0,0,0,0,0,1,0,00,00,00
529,529,0,0,0,0,0,1,0,00,00,00
530,530,0,0,0,0,0,1,0,00,00,00
531,531,0,0,0,0,0,1,0,00,00,00
532,532,0,0,0,0,0,1,0,00,00,00
533,533,0,0,0,0,0,1,0,00,00,00
534,534,0,0,0,0,0,1,0,00,00,00
535,535,0,0,0,0,0,1,0,00,00,00
536,536,0,0,0,0,0,1,0,00,00,00
537,537,0,0,0,0,0,1,0,00,00,00
538,538,0,0,0,0,0,1,0,00,00,00
539,539,0,0,0,0,0,1,0,00,00,00
540,540,0,0,0,0,0,1,0,00,00,00
541,541,0,0,0,0,0,1,0,00,00,00
542,542,0,0,0,0,0,1,0,00,00,00
543,543,0,0,0,0,0,1,0,00,00,00
544,544,0,0,0,0,0,1,0,00,00,00
545,545,0,0,0,0,0,1,0,00,00,00
546,546,0,0,0,0,0,1,0,00,00,00
547,547,0,0,0,0,0,1,0,00,00,00
548,548,0,0,0,0,0,1,0,00,00,00
549,549,0,0,0,0,0,1,0,00,00,00
550,550,0,0,0,0,0,1,0,00,00,00
551,551,0,0,0,0,0,1,0,00,00,00
552,552,0,0,0,0,0,1,0,00,00,00
553,553,0,0,0,0,0,1,0,00,00,00
554,554,0,0,0,0,0,1,0,00,00,00
555,555,0,0,0,0,0,1,0,00,00,00
556,556,0,0,0,0,0,1,0,00,00,00
557,557,0,0,0,0,0,1,0,00,00,00
558,558,0,0,0,0,0,1,0,00,00,00
559,559,0,0,0,0,0,1,0,00,00,00
560,560,0,0,0,0,0,1,0,00,00,00
561,561,0,0,0,0,0,1,0,00,00,00
562,562,0,0,0,0,0,1,0,00,00,00
563,563,0,0,0,0,0,1,0,00,00,00
564,564,0,0,0,0,0,1,0,00,00,00
565,565,0,0,0,0,0,1,0,00,00,00
566,566,0,0,0,0,0,1,0,00,00,00
567,567,0,0,0,0,0,1,0,00,00,00
568,568,0,0,0,0,0,1,0,00,00,00
569,569,0,0,0,0,0,1,0,00,00,00
570,570,0,0,0,0,0,1,0,00,00,00
571,571,0,0,0,0,0,1,0,00,00,00
572,572,0,0,0,0,0,1,0,00,00,00
573,573,0,0,0,0,0,1,0,00,00,00
574,574,0,0,0,0,0,1,0,00,00,00
575,575,0,0,0,0,0,1,0,00,00,00
576,576,0,0,0,0,0,1,0,00,00,00
577,577,0,0,0,0,0,1,0,00,00,00
578,578,0,0,0,0,0,1,0,00,00,00
579,579,0,0,0,0,0,1,0,00,00,00
580,580,0,0,0,0,0,1,0,00,00,00
581,581,0,0,0,0,0,1,0,00,00,00
582,582,0,0,0,0,0,1,0,00,00,00
583,583,0,0,0,0,0,1,0,00,00,00
584,584,0,0,0,0,0,1,0,00,00,00
585,585,0,0,0,0,0,1,0,00,00,00
586,586,0,0,0,0,0,1,0,00,00,00
587,587,0,0,0,0,0,1,0,00,00,00
588,588,0,0,0,0,0,1,0,00,00,00
589,589,0,0,0,0,0,1,0,00,00,00
590,590,0,0,0,0,0,1,0,00,00,00
591,591,0,0,0,0,0,1,0,00,00,00
592,592,0,0,0,0,0,1,0,00,00,00
593,593,0,0,0,0,0,1,0,00,00,00
594,594,0,0,0,0,0,1,0,00,00,00
595,595,0,0,0,0,0,1,0,00,00,00
596,596,0,0,0,0,0,1,0,00,00,00
597,597,0,0,0,0,0,1,0,00,00,00
598,598,0,0,0,0,0,1,0,00,00,00
599,599,0,0,0,0,0,1,0,00,00,00
600,600,0,0,0,0,0,1,0,00,00,00
601,601,0,0,0,0,0,1,0,00,00,00
602,602,0,0,0,0,0,1,0,00,00,00
603,603,0,0,0,0,0,1,0,00,00,00
604,604,0,0,0,0,0,1,0,00,00,00
605,605,0,0,0,0,0,1,0,00,00,00
606,606,0,0,0,0,0,1,0,00,00,00
607,607,0,0,0,0,0,1,0,00,00,00
608,608,0,0,0,0,0,1,0,00,00,00
609,609,0,0,0,0,0,1,0,00,00,00
610,610,0,0,0,0,0,1,0,00,00,00
611,611,0,0,0,0,0,1,0,00,00,00
612,612,0,0,0,0,0,1,0,00,00,00
613,613,0,0,0,0,0,1,0,00,00,00
614,614,0,0,0,0,0,1,0,00,00,00
615,615,0,0,0,0,0,1,0,00,00,00
616,616,0,0,0,0,0,1,0,00,00,00
617,617,0,0,0,0,0,1,0,00,00,00
618,618,0,0,0,0,0,1,0,00,00,00
619,619,0,0,0,0,0,1,0,00,00,00
620,620,0,0,0,0,0,1,0,00,00,00
621,621,0,0,0,0,0,1,0,00,00,00
622,622,0,0,0,0,0,1,0,00,00,00
623,623,0,0,0,0,0,1,0,00,00,00
624,624,0,0,0,0,0,1,0,00,00,00
625,625,0,0,0,0,0,1,0,00,00,00
626,626,0,0,0,0,0,1,0,00,00,00
627,627,0,0,0,0,0,1,0,00,00,00
628,628,0,0,0,0,0,1,0,00,00,00
629,629,0,0,0,0,0,1,0,00,00,00
630,630,0,0,0,0,0,1,0,00,00,00
631,631,0,0,0,0,0,1,0,00,00,00
632,632,0,0,0,0,0,1,0,00,00,00
633,633,0,0,0,0,0,1,0,00,00,00
634,634,0,0,0,0,0,1,0,00,00,00
635,635,0,0,0,0,0,1,0,00,00,00
636,636,0,0,0,0,0,1,0,00,00,00
637,637,0,0,0,0,0,1,0,00,00,00
638,638,0,0,0,0,0,1,0,00,00,00
639,639,0,0,0,0,0,1,0,00,00,00
640,640,0,0,0,0,0,1,0,00,00,00
641,641,0,0,0,0,0,1,0,00,00,00
642,642,0,0,0,0,0,1,0,00,00,00
643,643,0,0,0,0,0,1,0,00,00,00
644,644,0,0,0,0,0,1,0,00,00,00
645,645,0,0,0,0,0,1,0,00,00,00
646,646,0,0,0,0,0,1,0,00,00,00
647,647,0,0,0,0,0,1,0,00,00,00
648,648,0,0,0,0,0,1,0,00,00,00
649,649,0,0,0,0,0,1,0,00,00,00
650,650,0,0,0,0,0,1,0,00,00,00
651,651,0,0,0,0,0,1,0,00,00,00
652,652,0,0,0,0,0,1,0,00,00,00
653,653,0,0,0,0,0,1,0,00,00,00
654,654,0,0,0,0,0,1,0,00,00,00
655,655,0,0,0,0,0,1,0,00,00,00
656,656,0,0,0,0,0,1,0,00,00,00
657,657,0,0,0,0,0,1,0,00,00,00
658,658,0,0,0,0,0,1,0,00,00,00
659,659,0,0,0,0,0,1,0,00,00,00
660,660,0,0,0,0,0,1,0,00,00,00
661,661,0,0,0,0,0,1,0,00,00,00
662,662,0,0,0,0,0,1,0,00,00,00
663,663,0,0,0,0,0,1,0,00,00,00
664,664,0,0,0,0,0,1,0,00,00,00
665,665,0,0,0,0,0,1,0,00,00,00
666,666,0,0,0,0,0,1,0,00,00,00
667,667,0,0,0,0,0,1,0,00,00,00
668,668,0,0,0,0,0,1,0,00,00,00
669,669,0,0,0,0,0,1,0,00,00,00
670,670,0,0,0,0,0,1,0,00,00,00
671,671,0,0,0,0,0,1,0,00,00,00
672,672,0,0,0,0,0,1,0,00,00,00
673,673,0,0,0,0,0,1,0,00,00,00
674,674,0,0,0,0,0,1,0,00,00,00
675,675,0,0,0,0,0,1,0,00,00,00
676,676,0,0,0,0,0,1,0,00,00,00
677,677,0,0,0,0,0,1,0,00,00,00
678,678,0,0,0,0,0,1,0,00,00,00
679,679,0,0,0,0,0,1,0,00,00,00
680,680,0,0,0,0,0,1,0,00,00,00
681,681,0,0,0,0,0,1,0,00,00,00
682,682,0,0,0,0,0,1,0,00,00,00
683,683,0,0,0,0,0,1,0,00,00,00
684,684,0,0,0,0,0,1,0,00,00,00
685,685,0,0,0,0,0,1,0,00,00,00
686,686,0,0,0,0,0,1,0,00,00,00
687,687,0,0,0,0,0,1,0,00,00,00
688,688,0,0,0,0,0,1,0,00,00,00
689,689,0,0,0,0,0,1,0,00,00,00
690,690,0,0,0,0,0,1,0,00,00,00
691,691,0,0,0,0,0,1,0,00,00,00
692,692,0,0,0,0,0,1,0,00,00,00
693,693,0,0,0,0,0,1,0,00,00,00
694,694,0,0,0,0,0,1,0,00,00,00
695,695,0,0,0,0,0,1,0,00,00,00
696,696,0,0,0,0,0,1,0,00,00,00
697,697,0,0,0,0,0,1,0,00,00,00
698,698,0,0,0,0,0,1,0,00,00,00
699,699,0,0,0,0,0,1,0,00,00,00
700,700,0,0,0,0,0,1,0,00,00,00
701,701,0,0,0,0,0,1,0,00,00,00
702,702,0,0,0,0,0,1,0,00,00,00
703,703,0,0,0,0,0,1,0,00,00,00
704,704,0,0,0,0,0,1,0,00,00,00
705,705,0,0,0,0,0,1,0,00,00,00
706,706,0,0,0,0,0,1,0,00,00,00
707,707,0,0,0,0,0,1,0,00,00,00
708,708,0,0,0,0,0,1,0,00,00,00
709,709,0,0,0,0,0,1,0,00,00,00
710,710,0,0,0,0,0,1,0,00,00,00
711,711,0,0,0,0,0,1,0,00,00,00
712,712,0,0,0,0,0,1,0,00,00,00
713,713,0,0,0,0,0,1,0,00,00,00
714,714,0,0,0,0,0,1,0,00,00,00
715,715,0,0,0,0,0,1,0,00,00,00
716,716,0,0,0,0,0,1,0,00,00,00
717,717,0,0,0,0,0,1,0,00,00,00
718,718,0,0,0,0,0,1,0,00,00,00
719,719,0,0,0,0,0,1,0,00,00,00
720,720,0,0,0,0,0,1,0,00,00,00
721,721,0,0,0,0,0,1,0,00,00,00
722,722,0,0,0,0,0,1,0,00,00,00
723,723,0,0,0,0,0,1,0,00,00,00
724,724,0,0,0,0,0,1,0,00,00,00
725,725,0,0,0,0,0,1,0,00,00,00
726,726,0,0,0,0,0,1,0,00,00,00
727,727,0,0,0,0,0,1,0,00,00,00
728,728,0,0,0,0,0,1,0,00,00,00
729,729,0,0,0,0,0,1,0,00,00,00
730,730,0,0,0,0,0,1,0,00,00,00
731,731,0,0,0,0,0,1,0,00,00,00
732,732,0,0,0,0,0,1,0,00,00,00
733,733,0,0,0,0,0,1,0,00,00,00
734,734,0,0,0,0,0,1,0,00,00,00
735,735,0,0,0,0,0,1,0,00,00,00
736,736,0,0,0,0,0,1,0,00,00,00
737,737,0,0,0,0,0,1,0,00,00,00
738,738,0,0,0,0,0,1,0,00,00,00
739,739,0,0,0,0,0,1,0,00,00,00
740,740,0,0,0,0,0,1,0,00,00,00
741,741,0,0,0,0,0,1,0,00,00,00
742,742,0,0,0,0,0,1,0,00,00,00
743,743,0,0,0,0,0,1,0,00,00,00
744,744,0,0,0,0,0,1,0,00,00,00
745,745,0,0,0,0,0,1,0,00,00,00
746,746,0,0,0,0,0,1,0,00,00,00
747,747,0,0,0,0,0,1,0,00,00,00
748,748,0,0,0,0,0,1,0,00,00,00
749,749,0,0,0,0,0,1,0,00,00,00
750,750,0,0,0,0,0,1,0,00,00,00
751,751,0,0,0,0,0,1,0,00,00,00
752,752,0,0,0,0,0,1,0,00,00,00
753,753,0,0,0,0,0,1,0,00,00,00
754,754,0,0,0,0,0,1,0,00,00,00
755,755,0,0,0,0,0,1,0,00,00,00
756,756,0,0,0,0,0,1,0,00,00,00
757,757,0,0,0,0,0,1,0,00,00,00
758,758,0,0,0,0,0,1,0,00,00,00
759,759,0,0,0,0,0,1,0,00,00,00
760,760,0,0,0,0,0,1,0,00,00,00
761,761,0,0,0,0,0,1,0,00,00,00
762,762,0,0,0,0,0,1,0,00,00,00
763,763,0,0,0,0,0,1,0,00,00,00
764,764,0,0,0,0,0,1,0,00,00,00
765,765,0,0,0,0,0,1,0,00,00,00
766,766,0,0,0,0,0,1,0,00,00,00
767,767,0,0,0,0,0,1,0,00,00,00
768,768,0,0,0,0,0,1,0,00,00,00
769,769,0,0,0,0,0,1,0,00,00,00
770,770,0,0,0,0,0,1,0,00,00,00
771,771,0,0,0,0,0,1,0,00,00,00
772,772,0,0,0,0,0,1,0,00,00,00
773,773,0,0,0,0,0,1,0,00,00,00
774,774,0,0,0,0,0,1,0,00,00,00
775,775,0,0,0,0,0,1,0,00,00,00
776,776,0,0,0,0,0,1,0,00,00,00
777,777,0,0,0,0,0,1,0,00,00,00
778,778,0,0,0,0,0,1,0,00,00,00
779,779,0,0,0,0,0,1,0,00,00,00
780,780,0,0,0,0,0,1,0,00,00,00
781,781,0,0,0,0,0,1,0,00,00,00
782,782,0,0,0,0,0,1,0,00,00,00
783,783,0,0,0,0,0,1,0,00,00,00
784,784,0,0,0,0,0,1,0,00,00,00
785,785,0,0,0,0,0,1,0,00,00,00
786,786,0,0,0,0,0,1,0,00,00,00
787,787,0,0,0,0,0,1,0,00,00,00
788,788,0,0,0,0,0,1,0,00,00,00
789,789,0,0,0,0,0,1,0,00,00,00
790,790,0,0,0,0,0,1,0,00,00,00
791,791,0,0,0,0,0,1,0,00,00,00
792,792,0,0,0,0,0,1,0,00,00,00
793,793,0,0,0,0,0,1,0,00,00,00
794,794,0,0,0,0,0,1,0,00,00,00
795,795,0,0,0,0,0,1,0,00,00,00
796,796,0,0,0,0,0,1,0,00,00,00
797,797,0,0,0,0,0,1,0,00,00,00
798,798,0,0,0,0,0,1,0,00,00,00
799,799,0,0,0,0,0,1,0,00,00,00
800,800,0,0,0,0,0,1,0,00,00,00
801,801,0,0,0,0,0,1,0,00,00,00
802,802,0,0,0,0,0,1,0,00,00,00
803,803,0,0,0,0,0,1,0,00,00,00
804,804,0,0,0,0,0,1,0,00,00,00
805,805,0,0,0,0,0,1,0,00,00,00
806,806,0,0,0,0,0,1,0,00,00,00
807,807,0,0,0,0,0,1,0,00,00,00
808,808,0,0,0,0,0,1,0,00,00,00
809,809,0,0,0,0,0,1,0,00,00,00
810,810,0,0,0,0,0,1,0,00,00,00
811,811,0,0,0,0,0,1,0,00,00,00
812,812,0,0,0,0,0,1,0,00,00,00
813,813,0,0,0,0,0,1,0,00,00,00
814,814,0,0,0,0,0,1,0,00,00,00
815,815,0,0,0,0,0,1,0,00,00,00
816,816,0,0,0,0,0,1,0,00,00,00
817,817,0,0,0,0,0,1,0,00,00,00
818,818,0,0,0,0,0,1,0,00,00,00
819,819,0,0,0,0,0,1,0,00,00,00
820,820,0,0,0,0,0,1,0,00,00,00
821,821,0,0,0,0,0,1,0,00,00,00
822,822,0,0,0,0,0,1,0,00,00,00
823,823,0,0,0,0,0,1,0,00,00,00
824,824,0,0,0,0,0,1,0,00,00,00
825,825,0,0,0,0,0,1,0,00,00,00
826,826,0,0,0,0,0,1,0,00,00,00
827,827,0,0,0,0,0,1,0,00,00,00
828,828,0,0,0,0,0,1,0,00,00,00
829,829,0,0,0,0,0,1,0,00,00,00
830,830,0,0,0,0,0,1,0,00,00,00
831,831,0,0,0,0,0,1,0,00,00,00
832,832,0,0,0,0,0,1,0,00,00,00
833,833,0,0,0,0,0,1,0,00,00,00
834,834,0,0,0,0,0,1,0,00,00,00
835,835,0,0,0,0,0,1,0,00,00,00
836,836,0,0,0,0,0,1,0,00,00,00
837,837,0,0,0,0,0,1,0,00,00,00
838,838,0,0,0,0,0,1,0,00,00,00
839,839,0,0,0,0,0,1,0,00,00,00
840,840,0,0,0,0,0,1,0,00,00,00
841,841,0,0,0,0,0,1,0,00,00,00
842,842,0,0,0,0,0,1,0,00,00,00
843,843,0,0,0,0,0,1,0,00,00,00
844,844,0,0,0,0,0,1,0,00,00,00
845,845,0,0,0,0,0,1,0,00,00,00
846,846,0,0,0,0,0,1,0,00,00,00
847,847,0,0,0,0,0,1,0,00,00,00
848,848,0,0,0,0,0,1,0,00,00,00
849,849,0,0,0,0,0,1,0,00,00,00
850,850,0,0,0,0,0,1,0,00,00,00
851,851,0,0,0,0,0,1,0,00,00,00
852,852,0,0,0,0,0,1,0,00,00,00
853,853,0,0,0,0,0,1,0,00,00,00
854,854,0,0,0,0,0,1,0,00,00,00
855,855,0,0,0,0,0,1,0,00,00,00
856,856,0,0,0,0,0,1,0,00,00,00
857,857,0,0,0,0,0,1,0,00,00,00
858,858,0,0,0,0,0,1,0,00,00,00
859,859,0,0,0,0,0,1,0,00,00,00
860,860,0,0,0,0,0,1,0,00,00,00
861,861,0,0,0,0,0,1,0,00,00,00
862,862,0,0,0,0,0,1,0,00,00,00
863,863,0,0,0,0,0,1,0,00,00,00
864,864,0,0,0,0,0,1,0,00,00,00
865,865,0,0,0,0,0,1,0,00,00,00
866,866,0,0,0,0,0,1,0,00,00,00
867,867,0,0,0,0,0,1,0,00,00,00
868,868,0,0,0,0,0,1,0,00,00,00
869,869,0,0,0,0,0,1,0,00,00,00
870,870,0,0,0,0,0,1,0,00,00,00
871,871,0,0,0,0,0,1,0,00,00,00
872,872,0,0,0,0,0,1,0,00,00,00
873,873,0,0,0,0,0,1,0,00,00,00
874,874,0,0,0,0,0,1,0,00,00,00
875,875,0,0,0,0,0,1,0,00,00,00
876,876,0,0,0,0,0,1,0,00,00,00
877,877,0,0,0,0,0,1,0,00,00,00
878,878,0,0,0,0,0,1,0,00,00,00
879,879,0,0,0,0,0,1,0,00,00,00
880,880,0,0,0,0,0,1,0,00,00,00
881,881,0,0,0,0,0,1,0,00,00,00
882,882,0,0,0,0,0,1,0,00,00,00
883,883,0,0,0,0,0,1,0,00,00,00
884,884,0,0,0,0,0,1,0,00,00,00
885,885,0,0,0,0,0,1,0,00,00,00
886,886,0,0,0,0,0,1,0,00,00,00
887,887,0,0,0,0,0,1,0,00,00,00
888,888,0,0,0,0,0,1,0,00,00,00
889,889,0,0,0,0,0,1,0,00,00,00
890,890,0,0,0,0,0,1,0,00,00,00
891,891,0,0,0,0,0,1,0,00,00,00
892,892,0,0,0,0,0,1,0,00,00,00
893,893,0,0,0,0,0,1,0,00,00,00
894,894,0,0,0,0,0,1,0,00,00,00
895,895,0,0,0,0,0,1,0,00,00,00
896,896,0,0,0,0,0,1,0,00,00,00
897,897,0,0,0,0,0,1,0,00,00,00
898,898,0,0,0,0,0,1,0,00,00,00
899,899,0,0,0,0,0,1,0,00,00,00
900,900,0,0,0,0,0,1,0,00,00,00
901,901,0,0,0,0,0,1,0,00,00,00
902,902,0,0,0,0,0,1,0,00,00,00
903,903,0,0,0,0,0,1,0,00,00,00
904,904,0,0,0,0,0,1,0,00,00,00
905,905,0,0,0,0,0,1,0,00,00,00
906,906,0,0,0,0,0,1,0,00,00,00
907,907,0,0,0,0,0,1,0,00,00,00
908,908,0,0,0,0,0,1,0,00,00,00
909,909,0,0,0,0,0,1,0,00,00,00
910,910,0,0,0,0,0,1,0,00,00,00
911,911,0,0,0,0,0,1,0,00,00,00
912,912,0,0,0,0,0,1,0,00,00,00
913,913,0,0,0,0,0,1,0,00,00,00
914,914,0,0,0,0,0,1,0,00,00,00
915,915,0,0,0,0,0,1,0,00,00,00
916,916,0,0,0,0,0,1,0,00,00,00
917,917,0,0,0,0,0,1,0,00,00,00
918,918,0,0,0,0,0,1,0,00,00,00
919,919,0,0,0,0,0,1,0,00,00,00
920,920,0,0,0,0,0,1,0,00,00,00
921,921,0,0,0,0,0,1,0,00,00,00
922,922,0,0,0,0,0,1,0,00,00,00
923,923,0,0,0,0,0,1,0,00,00,00
924,924,0,0,0,0,0,1,0,00,00,00
925,925,0,0,0,0,0,1,0,00,00,00
926,926,0,0,0,0,0,1,0,00,00,00
927,927,0,0,0,0,0,1,0,00,00,00
928,928,0,0,0,0,0,1,0,00,00,00
929,929,0,0,0,0,0,1,0,00,00,00
930,930,0,0,0,0,0,1,0,00,00,00
931,931,0,0,0,0,0,1,0,00,00,00
932,932,0,0,0,0,0,1,0,00,00,00
933,933,0,0,0,0,0,1,0,00,00,00
934,934,0,0,0,0,0,1,0,00,00,00
935,935,0,0,0,0,0,1,0,00,00,00
936,936,0,0,0,0,0,1,0,00,00,00
937,937,0,0,0,0,0,1,0,00,00,00
938,938,0,0,0,0,0,1,0,00,00,00
939,939,0,0,0,0,0,1,0,00,00,00
940,940,0,0,0,0,0,1,0,00,00,00
941,941,0,0,0,0,0,1,0,00,00,00
942,942,0,0,0,0,0,1,0,00,00,00
943,943,0,0,0,0,0,1,0,00,00,00
944,944,0,0,0,0,0,1,0,00,00,00
945,945,0,0,0,0,0,1,0,00,00,00
946,946,0,0,0,0,0,1,0,00,00,00
947,947,0,0,0,0,0,1,0,00,00,00
948,948,0,0,0,0,0,1,0,00,00,00
949,949,0,0,0,0,0,1,0,00,00,00
950,950,0,0,0,0,0,1,0,00,00,00
951,951,0,0,0,0,0,1,0,00,00,00
952,952,0,0,0,0,0,1,0,00,00,00
953,953,0,0,0,0,0,1,0,00,00,00
954,954,0,0,0,0,0,1,0,00,00,00
955,955,0,0,0,0,0,1,0,00,00,00
956,956,0,0,0,0,0,1,0,00,00,00
957,957,0,0,0,0,0,1,0,00,00,00
958,958,0,0,0,0,0,1,0,00,00,00
959,959,0,0,0,0,0,1,0,00,00,00
960,960,0,0,0,0,0,1,0,00,00,00
961,961,0,0,0,0,0,1,0,00,00,00
962,962,0,0,0,0,0,1,0,00,00,00
963,963,0,0,0,0,0,1,0,00,00,00
964,964,0,0,0,0,0,1,0,00,00,00
965,965,0,0,0,0,0,1,0,00,00,00
966,966,0,0,0,0,0,1,0,00,00,00
967,967,0,0,0,0,0,1,0,00,00,00
968,968,0,0,0,0,0,1,0,00,00,00
969,969,0,0,0,0,0,1,0,00,00,00
970,970,0,0,0,0,0,1,0,00,00,00
971,971,0,0,0,0,0,1,0,00,00,00
972,972,0,0,0,0,0,1,0,00,00,00
973,973,0,0,0,0,0,1,0,00,00,00
974,974,0,0,0,0,0,1,0,00,00,00
975,975,0,0,0,0,0,1,0,00,00,00
976,976,0,0,0,0,0,1,0,00,00,00
977,977,0,0,0,0,0,1,0,00,00,00
978,978,0,0,0,0,0,1,0,00,00,00
979,979,0,0,0,0,0,1,0,00,00,00
